,word,frequency
1160,bridegroom,1
1161,deceive,1
1162,events,1
1163,passion,1
1164,purchased,1
1165,learned,1
1166,miss,1
1167,wonders,1
1168,shopping,1
1169,support,1
1170,reasonable,1
1171,conversations,1
1172,niece,1
1173,gain,1
1174,heaven,1
1175,glory,1
1176,neat,1
1177,fireplace,1
1178,rejected,1
1179,sleep,1
1180,rings,1
1181,win,1
